Year,Make,Model,Trim,Type,Price,Mileage,Accidents,Owners,Usage,car_url,Miles_threshold
2021,Mazda,CX-5,Grand Touring,SUV,23901.0,29980.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM8M1332758/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,21898.0,26675.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M1332886/?radius=25,45000
2021,Mazda,CX-5,Grand Touring,SUV,25255.0,8223.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M0414213/?radius=25,45000
2020,Mazda,CX-5,Touring,SUV,21998.0,24090.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM5L0766450/?radius=25,60000
2020,Mazda,CX-5,Touring,SUV,21985.0,20943.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM7L1867838/?radius=25,60000
2021,Mazda,CX-5,Carbon Edition,SUV,24816.0,11686.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0383557/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,22995.0,19351.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0377048/?radius=25,45000
2021,Mazda,CX-5,Grand Touring,SUV,24288.0,25725.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M0494434/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,22995.0,18938.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M1420887/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,23489.0,19025.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M0382044/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,22399.0,34555.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0313289/?radius=25,45000
2020,Mazda,CX-5,Touring,SUV,21695.0,26635.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM8L0842131/?radius=25,60000
2021,Mazda,CX-5,Sport,SUV,21500.0,20997.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM2M0325491/?radius=25,45000
2021,Mazda,CX-5,Grand Touring,SUV,23215.0,39310.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M1336560/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,22298.0,34551.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0310666/?radius=25,45000
2021,Mazda,CX-5,Touring,SUV,22845.0,28292.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M1387180/?radius=25,45000
2021,Mazda,CX-5,Grand Touring Reserve,SUV,25995.0,27746.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY0M0366982/?radius=25,45000
