Year,Make,Model,Trim,Type,Price,Mileage,Accidents,Owners,Usage,car_url
2021,Mazda,CX-5,Grand Touring,SUV,,12143.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDMXM0377481/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,,18626.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM0N0536959/?radius=25
2021,Mazda,CX-5,Touring,SUV,,19685.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0339516/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,,19868.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM4M1440472/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,,20369.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY9M0340199/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,,22361.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM9N0586228/?radius=25
2020,Mazda,CX-5,Touring,SUV,,28774.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM6L0799862/?radius=25
2021,Mazda,CX-5,Touring,SUV,,25321.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0399102/?radius=25
2021,Mazda,CX-5,Touring,SUV,,21470.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0387018/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,,26418.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM4M1372027/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,,22925.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M1372523/?radius=25
2021,Mazda,CX-5,Touring,SUV,,30479.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0399756/?radius=25
2021,Mazda,CX-5,Sport,SUV,,33212.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM8M0354543/?radius=25
2021,Mazda,CX-5,Touring,SUV,,35674.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M1391993/?radius=25
2021,Mazda,CX-5,Sport,SUV,,35679.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM9M1355615/?radius=25
2021,Mazda,CX-5,Signature,SUV,,39249.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY4M0391667/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,,42280.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0366549/?radius=25
2021,Mazda,CX-5,Sport,SUV,,46198.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM0M0352222/?radius=25
2021,Mazda,CX-5,Touring,SUV,,,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0413839/?radius=25
2020,Mazda,CX-5,Signature,SUV,18995.0,45017.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBEY8L0801773/?radius=25
2021,Mazda,CX-5,Touring,SUV,22495.0,11192.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0378958/?radius=25
2023,Mazda,CX-5,2.5 S Premium Plus,SUV,28928.0,2952.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBEM4P0192541/?radius=25
2020,Mazda,CX-5,Grand Touring Reserve,SUV,22995.0,23634.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBAY5L0853111/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,23666.0,15001.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0452445/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,25495.0,9482.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBMXP0265304/?radius=25
2021,Mazda,CX-5,Touring,SUV,23228.0,3569.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M1445159/?radius=25
2021,Mazda,CX-5,Touring,SUV,21600.0,20924.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0376710/?radius=25
2022,Mazda,CX-5,2.5 S Carbon Edition,SUV,25629.0,5408.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM6N0532384/?radius=25
2021,Mazda,CX-5,Touring,SUV,22995.0,18226.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M1337209/?radius=25
2021,Mazda,CX-5,Touring,SUV,22428.0,26394.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0363371/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,21928.0,7925.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAM9N0529465/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24128.0,20211.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M0367425/?radius=25
2021,Mazda,CX-5,Touring,SUV,23995.0,16549.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M1386010/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25328.0,8601.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM9M1461754/?radius=25
2021,Mazda,CX-5,Touring,SUV,22728.0,15500.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0496337/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,22995.0,30006.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM5N0560761/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23328.0,26991.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM2M0411834/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,25628.0,18203.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY9M0310278/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,25998.0,24099.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM6L1867392/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,29494.0,2251.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM7P0161755/?radius=25
2021,Mazda,CX-5,Touring,SUV,22495.0,33907.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M1458689/?radius=25
2024,Mazda,CX-50,2.5 S Select,SUV,29297.0,1273.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2024/vin/7MMVABAM8RN181140/?radius=25
2021,Mazda,CX-5,Touring,SUV,22288.0,22422.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0372168/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,17422.0,92005.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM0L1788137/?radius=25
2021,Mazda,CX-5,Touring,SUV,22464.0,23776.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM5M0311559/?radius=25
2021,Mazda,CX-5,Touring,SUV,23000.0,26102.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0377502/?radius=25
2021,Mazda,CX-5,Touring,SUV,23845.0,22558.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M1311369/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,22628.0,34900.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM0N0530955/?radius=25
2021,Mazda,CX-5,Sport,SUV,20428.0,35189.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM3M1334453/?radius=25
2021,Mazda,CX-5,Touring,SUV,21495.0,39800.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0401320/?radius=25
2022,Mazda,CX-5,2.5 S Carbon Edition,SUV,29998.0,16617.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM8N0538199/?radius=25
2024,Mazda,CX-50,2.5 S Premium,SUV,31490.0,1769.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2024/vin/7MMVABDMXRN186108/?radius=25
2021,Mazda,CX-5,Touring,SUV,20128.0,51860.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M1389385/?radius=25
2021,Mazda,CX-5,Touring,SUV,21957.0,22588.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M1349803/?radius=25
2021,Mazda,CX-5,Touring,SUV,22728.0,14081.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0391291/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22990.0,32538.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM3M1365502/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,25995.0,19226.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY6M0470129/?radius=25
2021,Mazda,CX-5,Touring,SUV,22795.0,25600.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0324641/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,22928.0,30710.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0413360/?radius=25
2023,Mazda,CX-50,2.5 S Premium Plus,SUV,23900.0,12394.0,Insurance,1,Personal use,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABEM8PN102055/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,20490.0,51000.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM6N1530243/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25995.0,13701.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M1435052/?radius=25
2021,Mazda,CX-5,Signature,SUV,25995.0,28915.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY6M0469981/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,25828.0,3609.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM3P0246450/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,24999.0,50855.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY5M0432877/?radius=25
2021,Mazda,CX-5,Sport,SUV,21690.0,20381.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM9M0350744/?radius=25
2021,Mazda,CX-5,Sport,SUV,22495.0,17393.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM1M0374567/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,25495.0,18695.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0451854/?radius=25
2021,Mazda,CX-5,Signature,SUV,24999.0,52558.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY0M0478238/?radius=25
2021,Mazda,CX-5,Touring,SUV,23387.0,23276.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0393129/?radius=25
2024,Mazda,CX-50,2.5 S Preferred,SUV,29828.0,4491.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-50/2024/vin/7MMVABBM9RN156746/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,25456.0,4433.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBMXP0258790/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25835.0,19016.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM6M1432700/?radius=25
2021,Mazda,CX-5,Touring,SUV,23903.0,14798.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM5M1324077/?radius=25
2021,Mazda,CX-5,Touring,SUV,23495.0,22400.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0449453/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25407.0,2071.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M0376087/?radius=25
2021,Mazda,CX-5,Touring,SUV,22995.0,32071.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0376763/?radius=25
2023,Mazda,CX-5,2.5 S,SUV,24945.0,4949.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBAM6P0128135/?radius=25
2021,Mazda,CX-5,Touring,SUV,22991.0,17028.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM1M0334563/?radius=25
2021,Mazda,CX-5,Sport,SUV,21959.0,6022.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM5M0332564/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,12148.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM1M1354824/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,28794.0,7345.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCMXP0229322/?radius=25
2021,Mazda,CX-5,Touring,SUV,23995.0,24862.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M1374021/?radius=25
2021,Mazda,CX-5,Touring,SUV,19970.0,42937.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM1312965/?radius=25
2021,Mazda,CX-5,Sport,SUV,21998.0,21458.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM8M0391799/?radius=25
2021,Mazda,CX-5,Touring,SUV,22995.0,32676.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0451065/?radius=25
2021,Mazda,CX-5,Touring,SUV,23921.0,13344.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0363511/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,20460.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM8M0413227/?radius=25
2023,Mazda,CX-50,2.5 Turbo Meridian Edition,SUV,34386.0,9077.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABXY1PN135527/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,23214.0,18669.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAM8N0576213/?radius=25
2021,Mazda,CX-5,Sport,SUV,21998.0,22234.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM1M1314766/?radius=25
2021,Mazda,CX-5,Sport,SUV,20569.0,24003.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM4M0350523/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,10067.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM7M0450897/?radius=25
2021,Mazda,CX-5,Touring,SUV,22428.0,26354.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M0360206/?radius=25
2021,Mazda,CX-5,Touring,SUV,22889.0,26445.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0333134/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,26995.0,15674.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY6M0422472/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,24896.0,17103.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0429839/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,25735.0,15597.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM8N1563369/?radius=25
2021,Mazda,CX-5,Touring,SUV,23490.0,7955.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM2M1367131/?radius=25
2020,Mazda,CX-5,Touring,SUV,21998.0,21206.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM5L0863292/?radius=25
2021,Mazda,CX-5,Touring,SUV,23219.0,25390.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M1355656/?radius=25
2023,Mazda,CX-5,2.5 Turbo Signature,SUV,34299.0,2566.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBXY6P0265425/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23628.0,31027.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M1420909/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23828.0,30151.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM6M1495991/?radius=25
2021,Mazda,CX-5,Touring,SUV,22235.0,26225.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0372459/?radius=25
2021,Mazda,CX-5,Touring,SUV,24342.0,13439.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M1389238/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,25399.0,21287.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0364164/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25495.0,5888.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M1479682/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,24828.0,17876.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM3N1551923/?radius=25
2021,Mazda,CX-5,Sport,SUV,20959.0,25915.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM6M1315962/?radius=25
2023,Mazda,CX-5,2.5 Turbo Signature,SUV,34499.0,2748.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBXY7P0276126/?radius=25
2021,Mazda,CX-5,Touring,SUV,22428.0,32041.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0362667/?radius=25
2021,Mazda,CX-5,Touring,SUV,23997.0,23089.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0380089/?radius=25
2021,Mazda,CX-5,Signature,SUV,28950.0,10025.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY2M0326803/?radius=25
2021,Mazda,CX-5,Touring,SUV,21404.0,43679.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM6M1309576/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,24328.0,35129.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM8P0102506/?radius=25
2024,Mazda,CX-5,2.5 Turbo Signature,SUV,38998.0,1792.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBXY1R0378279/?radius=25
2021,Mazda,CX-5,Touring,SUV,22900.0,25038.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0333132/?radius=25
2021,Mazda,CX-5,Touring,SUV,21588.0,37485.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0301921/?radius=25
2023,Mazda,CX-5,2.5 Turbo Signature,SUV,33977.0,6978.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBXY0P0251102/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24998.0,21215.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM7M0379425/?radius=25
2023,Mazda,CX-5,2.5 Turbo Signature,SUV,33998.0,7559.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBXY6P0241951/?radius=25
2021,Mazda,CX-5,Touring,SUV,21998.0,33634.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM1316935/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,26998.0,21269.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM7P0146026/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24740.0,18900.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM3M1447414/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22928.0,31430.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM0M0371754/?radius=25
2022,Mazda,CX-5,2.5 Turbo,SUV,30580.0,21425.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAY3N0575280/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,26998.0,18748.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM0P0149009/?radius=25
2021,Mazda,CX-5,Touring,SUV,22698.0,32149.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0326295/?radius=25
2021,Mazda,CX-5,Sport,SUV,21995.0,34428.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM2M0351301/?radius=25
2024,Mazda,CX-5,2.5 Turbo Signature,SUV,39998.0,3197.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBXYXR0362386/?radius=25
2020,Mazda,CX-5,Touring,SUV,22474.0,16600.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM3L1833458/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,27490.0,18502.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY5M0459495/?radius=25
2021,Mazda,CX-5,Touring,SUV,22499.0,39634.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0411702/?radius=25
2020,Mazda,CX-5,Touring,SUV,20444.0,37638.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM5L1823353/?radius=25
2021,Mazda,CX-5,Touring,SUV,21628.0,36560.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0315269/?radius=25
2024,Mazda,CX-5,2.5 S Carbon Edition,SUV,31488.0,7677.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBCM7R0352000/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,27915.0,13752.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM1P0206317/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,25998.0,30947.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM9L0761489/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,20800.0,60876.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM9M0344255/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,28697.0,8905.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM8P0202313/?radius=25
2021,Mazda,CX-5,Touring,SUV,23795.0,28290.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0364419/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21828.0,45081.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM3M1389983/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,18488.0,116147.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY2M0316100/?radius=25
2021,Mazda,CX-5,Touring,SUV,24949.0,15785.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M1399661/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,23297.0,22173.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAMXN0538434/?radius=25
2020,Mazda,CX-5,Grand Touring Reserve,SUV,18299.0,99986.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBAY1L0769741/?radius=25
2023,Mazda,CX-5,2.5 S Premium Plus,SUV,30844.0,9605.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBEM7P0120216/?radius=25
2021,Mazda,CX-5,Touring,SUV,21999.0,16550.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0332324/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,25483.0,21215.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDMXP0189810/?radius=25
2021,Mazda,CX-5,Touring,SUV,21991.0,31691.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0402578/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,28998.0,13194.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM1N1571553/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,26400.0,4828.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM5N1592943/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28491.0,13133.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM6PN146784/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,23899.0,26657.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDMXL1841572/?radius=25
2021,Mazda,CX-5,Touring,SUV,22100.0,36068.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M1332142/?radius=25
2021,Mazda,CX-5,Touring,SUV,22128.0,37350.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0472630/?radius=25
