Year,Make,Model,Trim,Type,Price,Mileage,Accidents,Owners,Usage,car_url
2021,Mazda,CX-5,Sport,SUV,21495.0,28353.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM3M0415202/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,23867.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M1462699/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,25998.0,12036.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0400082/?radius=25
2020,Mazda,CX-5,Grand Touring Reserve,SUV,22224.0,59046.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBAY2L0753113/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,26998.0,16077.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM4P0174254/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,22039.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M1306442/?radius=25
2021,Mazda,CX-5,Touring,SUV,22628.0,29424.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM6M0373882/?radius=25
2021,Mazda,CX-5,Touring,SUV,21595.0,37858.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0377661/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23999.0,40997.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM6M0302373/?radius=25
2021,Mazda,CX-5,Touring,SUV,23271.0,35715.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M1393437/?radius=25
2021,Mazda,CX-5,Touring,SUV,22882.0,28623.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0367903/?radius=25
2022,Mazda,CX-5,2.5 S,SUV,23962.0,7466.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAMXN0577251/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,25998.0,27170.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM8P0150179/?radius=25
2021,Mazda,CX-5,Touring,SUV,22995.0,31274.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M1364667/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,21788.0,47021.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFADM8L0738117/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28619.0,10974.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM8PN152537/?radius=25
2021,Mazda,CX-5,Touring,SUV,23495.0,21653.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M1446244/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25995.0,21893.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM8M0420702/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,24259.0,25993.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM7N1578365/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,23300.0,31275.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM2L0808782/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,24488.0,28475.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM4N1521247/?radius=25
2021,Mazda,CX-5,Touring,SUV,24299.0,11401.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0418168/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,25488.0,24028.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM5N0582354/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,25998.0,22349.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCMXP0162530/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,25590.0,25456.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM5N0536679/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28678.0,11078.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM6PN146798/?radius=25
2021,Mazda,CX-5,Touring,SUV,21492.0,36567.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM6M0400952/?radius=25
2021,Mazda,CX-5,Touring,SUV,22995.0,23318.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M1390023/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,20735.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM8P0143703/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28263.0,15620.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM6PN147028/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24998.0,23907.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM9M1303365/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27900.0,21975.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCMXP0232401/?radius=25
2021,Mazda,CX-5,Sport,SUV,22998.0,29543.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFABM2M0408431/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28999.0,18166.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM2PN148192/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28278.0,15275.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM1PN148443/?radius=25
2020,Mazda,CX-5,Touring,SUV,25990.0,9593.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFACM2L1835227/?radius=25
2021,Mazda,CX-5,Touring,SUV,20995.0,48787.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0364016/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24107.0,36400.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDMXM0413167/?radius=25
2021,Mazda,CX-5,Touring,SUV,23995.0,27140.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M1340593/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,28190.0,16759.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM7PN148379/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25276.0,19265.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM2M0470754/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,22628.0,38201.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM9L1820390/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,27998.0,22670.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M0341808/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25995.0,26261.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDMXM0352127/?radius=25
2021,Mazda,CX-5,Touring,SUV,23997.0,29275.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM6M0410199/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24459.0,26819.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M0378134/?radius=25
2021,Mazda,CX-5,Touring,SUV,24499.0,12090.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0321288/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,26998.0,26175.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM5M0393761/?radius=25
2021,Mazda,CX-5,Touring,SUV,24299.0,12858.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M1390075/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,27666.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM1379162/?radius=25
2021,Mazda,CX-5,Signature,SUV,23995.0,57000.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY4M0459501/?radius=25
2021,Mazda,CX-5,Touring,SUV,24299.0,12268.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0378989/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,29295.0,8157.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM3N1583686/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,25998.0,27725.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM5L0849827/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25849.0,15015.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM8M1461759/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22999.0,60707.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M0445599/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,27595.0,24067.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY9M0340994/?radius=25
2023,Mazda,CX-50,2.5 S Preferred Plus,SUV,27564.0,22781.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABCM4PN148159/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,25590.0,27549.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM7N1632811/?radius=25
2021,Mazda,CX-5,Touring,SUV,19990.0,44994.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM2M0462360/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,26998.0,24970.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM3M0430876/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24995.0,23569.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M1306313/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,26998.0,25884.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM0P0138110/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,26492.0,31361.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY6M0378194/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21699.0,65903.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM8M0390689/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,27998.0,26650.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEM4N0523633/?radius=25
2022,Mazda,CX-5,2.5 Turbo,SUV,29638.0,28654.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAY4N0616869/?radius=25
2021,Mazda,CX-5,Sport,SUV,22199.0,20230.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM8M0353585/?radius=25
2020,Mazda,CX-5,Touring,SUV,24998.0,30216.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCMXL1798157/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,31331.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M0376735/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25998.0,29610.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM5M1367039/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,24998.0,41200.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM6L0841400/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,26900.0,32596.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY7M0460678/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,23499.0,60697.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM3M1455870/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,24991.0,32091.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM5P0202866/?radius=25
2021,Mazda,CX-5,Touring,SUV,23957.0,19081.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM6M1373066/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,25998.0,38729.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDMXL0846017/?radius=25
2022,Mazda,CX-5,2.5 S Premium Plus,SUV,27998.0,28954.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBEMXN0553882/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,24977.0,32573.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM7P0187612/?radius=25
2021,Mazda,CX-5,Touring,SUV,26590.0,10089.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0447198/?radius=25
2021,Mazda,CX-5,Sport,SUV,21998.0,44428.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFABM0M1334341/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,36101.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M1436723/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,22964.0,43261.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBDM4L1727020/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,26332.0,35140.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY4M0456152/?radius=25
2021,Mazda,CX-5,Touring,SUV,21990.0,35641.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0448930/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,24991.0,34442.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM1M0385657/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,25801.0,18200.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM8N0560140/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,26998.0,4051.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBMXN0541283/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,4648.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0470862/?radius=25
2020,Mazda,CX-5,Touring,SUV,23500.0,21952.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBCM5L0868492/?radius=25
2023,Mazda,CX-5,2.5 S Preferred,SUV,24998.0,36274.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM7P0132871/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,24998.0,12702.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM2N0581826/?radius=25
2021,Mazda,CX-5,Signature,SUV,27998.0,30181.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY6M0329297/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,27521.0,4781.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM3P0181843/?radius=25
2021,Mazda,CX-5,Touring,SUV,26998.0,7678.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M1378492/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21698.0,60646.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM5M0342969/?radius=25
2021,Mazda,CX-5,Signature,SUV,28595.0,19866.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY2M0363351/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21899.0,64180.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM3M0357440/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,26998.0,9499.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM9P0274964/?radius=25
2021,Mazda,CX-5,Signature,SUV,27998.0,32227.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY1M0346282/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,25998.0,45941.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY5M0392815/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24945.0,18809.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M1338983/?radius=25
2021,Mazda,CX-5,Touring,SUV,25900.0,14385.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0360821/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,28998.0,5964.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM0M1320064/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,26998.0,13063.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM5M1398016/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,16110.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM5M0374838/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,26998.0,13255.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM7P0204749/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,28590.0,10490.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACMXM0397662/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,25998.0,17440.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM6P0166558/?radius=25
2021,Mazda,CX-5,Touring,SUV,25590.0,18035.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM3M0444434/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,30998.0,1905.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM8P0221508/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,29998.0,9081.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM6P0189952/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21998.0,61503.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM4M1318883/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,28703.0,14101.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY0M0415577/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,30998.0,8139.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCYXM0448117/?radius=25
2023,Mazda,CX-5,2.5 S Select,SUV,27998.0,13252.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM0P0181654/?radius=25
2021,Mazda,CX-5,Touring,SUV,23959.0,19553.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0404938/?radius=25
2021,Mazda,CX-5,Signature,SUV,26499.0,46325.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY1M0432398/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,25202.0,23226.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0391601/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21699.0,66515.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM0M1358264/?radius=25
2023,Mazda,CX-5,2.5 S Premium Plus,SUV,31998.0,9279.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBEM3P0189095/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,22499.0,70022.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDMXM0390795/?radius=25
2024,Mazda,CX-5,2.5 S Carbon Edition,SUV,31998.0,9639.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBCM0R0368006/?radius=25
2023,Mazda,CX-5,2.5 S,SUV,25998.0,17312.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBAM3P0161996/?radius=25
2022,Mazda,CX-5,2.5 S Premium,SUV,28199.0,14747.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBDM7N0620908/?radius=25
2023,Mazda,CX-5,2.5 S Premium,SUV,25844.0,39767.0,0,1,Rental vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM4P0197076/?radius=25
2022,Mazda,CX-5,2.5 S Premium,SUV,27998.0,16983.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBDM5N0645614/?radius=25
2021,Mazda,CX-5,Carbon Edition,SUV,26495.0,6961.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0381767/?radius=25
2024,Mazda,CX-5,2.5 Turbo Signature,SUV,38998.0,1858.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBXY8R0389313/?radius=25
2021,Mazda,CX-5,Touring,SUV,25998.0,18580.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M1333524/?radius=25
2021,Mazda,CX-5,Touring,SUV,23900.0,29755.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0376778/?radius=25
2024,Mazda,CX-50,2.5 S Premium,SUV,32998.0,11631.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2024/vin/7MMVABDM1RN163591/?radius=25
2021,Mazda,CX-5,Touring,SUV,24998.0,19875.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFACM3M0450346/?radius=25
2021,Mazda,CX-5,Carbon Edition Turbo,SUV,29998.0,14325.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY1M0494001/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,26759.0,17814.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M1388576/?radius=25
2021,Mazda,CX-5,Touring,SUV,23900.0,29450.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M1364981/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,21799.0,67192.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADMXM1341553/?radius=25
2021,Mazda,CX-5,Grand Touring Reserve,SUV,26328.0,23849.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY6M0377436/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,24945.0,25479.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM8M0402376/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,29998.0,14834.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM2P0191990/?radius=25
2020,Mazda,CX-5,Grand Touring,SUV,25998.0,19499.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFADM4L0736994/?radius=25
2021,Mazda,CX-5,Sport,SUV,21595.0,26805.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM4M0360940/?radius=25
2023,Mazda,CX-50,2.5 S Premium Plus,SUV,29900.0,37656.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-50/2023/vin/7MMVABEM3PN129129/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,25743.0,21175.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M0363408/?radius=25
2021,Mazda,CX-5,Grand Touring,SUV,27998.0,17515.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM3M0306665/?radius=25
2020,Mazda,CX-5,Signature,SUV,27998.0,18028.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFBEY3L0823759/?radius=25
2021,Mazda,CX-5,Touring,SUV,22671.0,36127.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0379003/?radius=25
2021,Mazda,CX-5,Sport,SUV,23998.0,23386.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFABM1M0335472/?radius=25
2022,Mazda,CX-5,2.5 S Select,SUV,25998.0,20874.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM1N1622473/?radius=25
2021,Mazda,CX-5,Touring,SUV,21945.0,30963.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0365375/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,27998.0,20137.0,0,1,Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM3P0191352/?radius=25
2022,Mazda,CX-5,2.5 S Preferred,SUV,26998.0,20414.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM8N0567041/?radius=25
2023,Mazda,CX-5,2.5 S Carbon Edition,SUV,28998.0,20461.0,0,1,Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM8P0146567/?radius=25
2022,Mazda,CX-5,2.5 S Premium,SUV,27998.0,21436.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBDM2N1566587/?radius=25
2020,Mazda,CX-5,Touring,SUV,24998.0,23658.0,0,1,Personal use,https://www.edmunds.com/mazda/cx-5/2020/vin/JM3KFACM7L0839876/?radius=25
