year,make,model,trim,doors,type,mileage,price,cyl,dealer,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,VIN,Certified Pre-Owned,Accidents,Owners,Usage,Listed since,car_url
2022,Toyota,RAV4,XLE,4dr,SUV,63015,24905.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV3NC301806,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV3NC301806/?radius=25
2011,Toyota,RAV4,Limited,4dr,SUV,142778,8250.0,6cyl Automatic,Great Auto (3 mi away),Title issue reported,No,No,No,No,2T3DK4DV8BW045100,No,Insurance loss reported, 2 Owners, Personal use only,2024-03-22,https://www.edmunds.com/toyota/rav4/2011/vin/2T3DK4DV8BW045100/?radius=25
2014,Toyota,RAV4,XLE,4dr,SUV,123109,12699.0,4cyl Automatic,Dash Auto Gallery Inc (9 mi away),Clean Title,No,No,No,No,JTMRFREV0EJ011516,No,1 Accident, 2 Owners, Personal use,2023-10-28,https://www.edmunds.com/toyota/rav4/2014/vin/JTMRFREV0EJ011516/?radius=25
2010,Toyota,RAV4,Limited,4dr,SUV,172839,7591.0,4cyl Automatic,VNC (6 mi away),Clean Title,No,No,No,No,JTMDF4DV2AD032262,No,No accidents, 4 Owners, Personal use only,2024-02-11,https://www.edmunds.com/toyota/rav4/2010/vin/JTMDF4DV2AD032262/?radius=25
2012,Toyota,RAV4,Base,4dr,SUV,117527,9977.0,4cyl Automatic,Imports Auto Sales (5 mi away),Clean Title,No,No,No,No,2T3BF4DV0CW202597,No,No accidents, 2 Owners, Corporate fleet vehicle,2024-03-12,https://www.edmunds.com/toyota/rav4/2012/vin/2T3BF4DV0CW202597/?radius=25
2019,Toyota,RAV4,Limited,4dr,SUV,30371,27810.0,4cyl Automatic,DCH Kay Honda (In-stock online),Clean Title,No,No,No,No,2T3N1RFVXKC019620,No,No accidents, 1 Owner, Personal use only,2024-02-21,https://www.edmunds.com/toyota/rav4/2019/vin/2T3N1RFVXKC019620/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31086,23999.0,4cyl Automatic,Star Toyota of Bayside (17 mi away),Clean Title,No,No,No,No,2T3F1RFV8MC148480,No,No accidents, 1 Owner, Personal use,2024-01-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC148480/?radius=25
2021,Toyota,RAV4,Limited,4dr,SUV,41779,28999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3Y1RFVXMW169760,No,No accidents, 2 Owners, Rental vehicle,2024-02-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3Y1RFVXMW169760/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,89490,15995.0,4cyl Automatic,Automotive Avenues (In-stock online),Clean Title,No,No,No,No,2T3ZFREV4GW267694,No,1 Accident, 2 Owners, Personal use only,2024-04-02,https://www.edmunds.com/toyota/rav4/2016/vin/2T3ZFREV4GW267694/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,26309,25995.0,4cyl Automatic,East Coast Toyota (4 mi away),Clean Title,No,No,No,No,2T3G1RFVXMW193052,Yes,1 Accident, 1 Owner, Personal use,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW193052/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,61670,23999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2MW211916,No,No accidents, 2 Owners, Rental vehicle,2024-02-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MW211916/?radius=25
2020,Toyota,RAV4,XLE,Premium,4dr,119998,19990.0,4cyl Automatic,US Auto Network (19 mi away),Clean Title,No,No,No,No,2T3A1RFVXLW139349,No,1 Accident, 1 Owner, Taxi vehicle,2024-01-25,https://www.edmunds.com/toyota/rav4/2020/vin/2T3A1RFVXLW139349/?radius=25
2012,Toyota,RAV4,Limited,4dr,SUV,195450,8995.0,4cyl Automatic,Rockland Motors (15 mi away),Clean Title,No,No,No,No,2T3DF4DV9CW252973,No,No accidents, 1 Owner, Personal use only,2024-03-09,https://www.edmunds.com/toyota/rav4/2012/vin/2T3DF4DV9CW252973/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,69406,17250.0,4cyl Automatic,Ramsey Mazda (12 mi away),Clean Title,No,No,No,No,2T3BFREV6GW418021,No,No accidents, 1 Owner, Personal use only,2024-03-20,https://www.edmunds.com/toyota/rav4/2016/vin/2T3BFREV6GW418021/?radius=25
2016,Toyota,RAV4,SE,4dr,SUV,62537,17999.0,4cyl Automatic,5 Towns Drive (24 mi away),Title issue reported,No,Yes,No,No,JTMJFREV0GD187268,No,Frame damage reported, 1 Owner, Personal use only,2024-02-13,https://www.edmunds.com/toyota/rav4/2016/vin/JTMJFREV0GD187268/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,71576,23999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFVXMW202638,No,No accidents, 1 Owner, Rental vehicle,2024-02-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMW202638/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,65420,23498.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV0MW156166,No,No accidents, 1 Owner, Personal use only,2024-02-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV0MW156166/?radius=25
2008,Toyota,RAV4,Base,4dr,SUV,198651,5995.0,4cyl Automatic,Jfc Motors. (10 mi away),Clean Title,No,No,No,No,JTMZD33V986079598,No,No accidents, 3 Owners, Personal use only,2024-02-16,https://www.edmunds.com/toyota/rav4/2008/vin/JTMZD33V986079598/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,20937,26595.0,4cyl Automatic,East Coast Toyota (4 mi away),Clean Title,No,No,No,No,2T3G1RFV2MW155458,Yes,No accidents, 1 Owner, Personal use,2024-03-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV2MW155458/?radius=25
2022,Toyota,RAV4,XLE,Premium,4dr,12751,33998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3C1RFV0NW235843,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV0NW235843/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,18402,25231.0,4cyl Automatic,DCH Honda Of Nanuet (15 mi away),Clean Title,No,No,No,No,2T3G1RFV0MC222561,No,No accidents, 1 Owner, Personal use,2024-03-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV0MC222561/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,59959,24499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2MW202701,No,No accidents, 1 Owner, Personal use only,2024-02-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MW202701/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,11521,22396.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3WFREV5HW402590,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3WFREV5HW402590/?radius=25
Certified,2024,Toyota,RAV4,LE,4dr,5897,30995.0,4cyl Automatic,East Coast Toyota (4 mi away),Clean Title,No,No,No,No,2T3F1RFV3RC396479,Yes,No accidents, 1 Owner, Personal use,2024-03-26,https://www.edmunds.com/toyota/rav4/2024/vin/2T3F1RFV3RC396479/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,18785,25495.0,4cyl Automatic,City World Hyundai (10 mi away),Clean Title,No,No,No,No,2T3F1RFVXLW133766,No,No accidents, 1 Owner, Personal use,2023-10-05,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFVXLW133766/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,16846,25746.0,4cyl Automatic,Paul Miller Toyota of West Caldwell (14 mi away),Clean Title,No,No,No,No,2T3G1RFV1MC181714,No,No accidents, 1 Owner, Personal use,2024-03-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV1MC181714/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,19001,25365.0,4cyl Automatic,Central Avenue Hyundai (16 mi away),Clean Title,No,No,No,No,2T3F1RFVXMC189290,No,No accidents, 1 Owner, Personal use,2024-02-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC189290/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,59393,24999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV4MW212212,No,No accidents, 1 Owner, Rental vehicle,2024-02-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MW212212/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,75081,17390.0,4cyl Automatic,City World Toyota (10 mi away),Clean Title,No,No,No,No,2T3BFREV9HW675465,No,1 Accident, 2 Owners, Personal use,2024-03-28,https://www.edmunds.com/toyota/rav4/2017/vin/2T3BFREV9HW675465/?radius=25
2010,Toyota,RAV4,Limited,4dr,SUV,172836,7999.0,4cyl Automatic,Imperial Auto Mall (17 mi away),Clean Title,No,No,No,No,2T3DF4DV6AW035801,No,No accidents, 2 Owners, Personal use only,2024-03-07,https://www.edmunds.com/toyota/rav4/2010/vin/2T3DF4DV6AW035801/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,62485,23999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV0MW202860,No,No accidents, 1 Owner, Rental vehicle,2024-02-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW202860/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,63886,24499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV0MW213745,No,No accidents, 1 Owner, Personal use only,2024-02-21,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW213745/?radius=25
Certified,2023,Toyota,RAV4,XLE,4dr,3035,33119.0,4cyl Automatic,Paul Miller Toyota of West Caldwell (14 mi away),Clean Title,No,No,No,No,2T3P1RFV3PC385970,Yes,No accidents, 1 Owner, Personal use,2024-03-27,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV3PC385970/?radius=25
Certified,2023,Toyota,RAV4,LE,4dr,6786,29988.0,4cyl Automatic,Crestmont Toyota (14 mi away),Clean Title,No,No,No,No,2T3F1RFV4PC359860,Yes,No accidents, 1 Owner, Personal use,2024-03-24,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV4PC359860/?radius=25
Certified,2019,Toyota,RAV4,Limited,4dr,55313,27295.0,4cyl Automatic,Prestige Toyota of Ramsey (13 mi away),Clean Title,No,No,No,No,JTMN1RFV8KJ023355,Yes,No accidents, 2 Owners, Rental vehicle,2024-03-14,https://www.edmunds.com/toyota/rav4/2019/vin/JTMN1RFV8KJ023355/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,73686,16999.0,4cyl Automatic,Colonial Subaru (In-stock online),Clean Title,No,No,No,No,JTMZFREV2HJ708478,No,No accidents, 3 Owners, Personal use,2024-03-22,https://www.edmunds.com/toyota/rav4/2017/vin/JTMZFREV2HJ708478/?radius=25
2017,Toyota,RAV4,Limited,4dr,SUV,86211,18500.0,4cyl Automatic,White Plains Chrysler Jeep Dodge Ram (18 mi away),Clean Title,No,No,No,No,2T3DFREV4HW591465,No,No accidents, 2 Owners, Personal use only,2024-01-30,https://www.edmunds.com/toyota/rav4/2017/vin/2T3DFREV4HW591465/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,58159,26999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3J1RFVXMW200927,No,No accidents, 2 Owners, Personal use,2024-02-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFVXMW200927/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,60688,23999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFVXMW165926,No,No accidents, 2 Owners, Rental vehicle,2024-02-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFVXMW165926/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,62924,27999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3J1RFVXMW223091,No,No accidents, 1 Owner, Personal use only,2024-02-21,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFVXMW223091/?radius=25
2017,Toyota,RAV4,Limited,4dr,SUV,89959,19990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3DFREV3HW586063,No,No accidents, 1 Owner, Personal use,2024-02-04,https://www.edmunds.com/toyota/rav4/2017/vin/2T3DFREV3HW586063/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,66278,24499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV3MW204263,No,No accidents, 1 Owner, Rental vehicle,2024-02-21,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MW204263/?radius=25
2020,Toyota,RAV4,Limited,4dr,SUV,22259,28999.0,4cyl Automatic,Autopia Motorcars (18 mi away),Title issue reported,No,Yes,No,No,2T3N1RFV1LC108655,No,Frame damage reported, 1 Owner, Corporate fleet vehicle,2023-12-30,https://www.edmunds.com/toyota/rav4/2020/vin/2T3N1RFV1LC108655/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,63630,23995.0,4cyl Automatic,Route 46 Chrysler Jeep Dodge Ram (9 mi away),Clean Title,No,No,No,No,2T3J1RFV4MW204200,No,No accidents, 1 Owner, Personal use only,2024-02-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV4MW204200/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,60655,18995.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMZFREV3JJ204270,No,No accidents, 2 Owners, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMZFREV3JJ204270/?radius=25
2015,Toyota,RAV4,LE,4dr,SUV,86380,15400.0,4cyl Automatic,Palisades Mazda (15 mi away),Clean Title,No,No,No,No,2T3BFREV7FW407592,No,No accidents, 1 Owner, Personal use only,2024-03-21,https://www.edmunds.com/toyota/rav4/2015/vin/2T3BFREV7FW407592/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,43391,26499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV7NW203226,No,No accidents, 1 Owner, Personal use only,2024-02-26,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV7NW203226/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,51350,21830.0,4cyl Automatic,Goble Auto Sales (13 mi away),Clean Title,No,No,No,No,2T3F1RFV3MW140852,No,2 Accidents, 1 Owner, Personal use,2024-03-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MW140852/?radius=25
2017,Toyota,RAV4,Limited,4dr,SUV,52452,21499.0,4cyl Automatic,Empire Buick GMC of White Plains (17 mi away),Clean Title,No,No,No,No,2T3DFREV5HW686925,No,No accidents, 2 Owners, Personal use,2024-04-02,https://www.edmunds.com/toyota/rav4/2017/vin/2T3DFREV5HW686925/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,21340,27990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3P1RFVXKW073118,No,No accidents, 1 Owner, Personal use,2024-02-19,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFVXKW073118/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,16220,25999.0,4cyl Automatic,Star Toyota of Bayside (17 mi away),Clean Title,No,No,No,No,2T3F1RFV7MC157378,No,No accidents, 1 Owner, Personal use,2024-02-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC157378/?radius=25
2012,Toyota,RAV4,Base,4dr,SUV,99054,10450.0,4cyl Automatic,Magic Auto Sales (2 mi away),Clean Title,No,No,No,No,2T3JF4DV4CW228292,No,4 Accidents, 1 Owner, Personal use only,2024-02-15,https://www.edmunds.com/toyota/rav4/2012/vin/2T3JF4DV4CW228292/?radius=25
2022,Toyota,RAV4,XLE,Premium,4dr,16631,31061.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3C1RFV8NW231989,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV8NW231989/?radius=25
2014,Toyota,RAV4,XLE,4dr,SUV,41184,17488.0,4cyl Automatic,New Country Lexus of Great Neck (18 mi away),Clean Title,No,No,No,No,2T3RFREV6EW145528,No,No accidents, 1 Owner, Personal use only,2024-03-26,https://www.edmunds.com/toyota/rav4/2014/vin/2T3RFREV6EW145528/?radius=25
2021,Toyota,RAV4,Limited,4dr,SUV,32972,24999.0,4cyl Automatic,5 Towns Drive (24 mi away),Title issue reported,No,Yes,No,No,2T3N1RFV2MW247029,No,Frame damage reported, 2 Owners, Corporate fleet vehicle,2023-12-14,https://www.edmunds.com/toyota/rav4/2021/vin/2T3N1RFV2MW247029/?radius=25
2011,Toyota,RAV4,Limited,4dr,SUV,111763,11995.0,4cyl Automatic,2 Manny's Auto Sales (9 mi away),Clean Title,No,No,No,No,2T3DF4DV9BW162284,No,No accidents, 3 Owners, Personal use only,2024-03-15,https://www.edmunds.com/toyota/rav4/2011/vin/2T3DF4DV9BW162284/?radius=25
Certified,2021,Toyota,RAV4,XLE,4dr,23543,29995.0,4cyl Automatic,East Coast Toyota (4 mi away),Clean Title,No,No,No,No,2T3P1RFV9MC172288,Yes,No accidents, 2 Owners, Personal use,2023-11-18,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC172288/?radius=25
2014,Toyota,RAV4,XLE,4dr,SUV,118509,13999.0,4cyl Automatic,Auto 1 Wholesale (7 mi away),Clean Title,No,No,No,No,JTMRFREV2ED048047,No,No accidents, 3 Owners, Personal use only,2023-09-24,https://www.edmunds.com/toyota/rav4/2014/vin/JTMRFREV2ED048047/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,19343,32341.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMA1RFV8MD069848,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/JTMA1RFV8MD069848/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,89969,20991.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6KW007452,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3W1RFV6KW007452/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,21308,24999.0,4cyl Automatic,Hudson Hyundai (12 mi away),Clean Title,No,No,No,No,2T3G1RFV9MW227952,No,No accidents, 1 Owner, Personal use,2024-03-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV9MW227952/?radius=25
2008,Toyota,RAV4,Base,4dr,SUV,183827,5150.0,4cyl Automatic,Great Auto (3 mi away),Title issue reported,No,Yes,No,No,JTMZD33V986075602,No,Frame damage reported, 2 Owners, Personal use only,2024-02-16,https://www.edmunds.com/toyota/rav4/2008/vin/JTMZD33V986075602/?radius=25
2013,Toyota,RAV4,XLE,4dr,SUV,184002,9995.0,4cyl Automatic,Michael & Sons Auto Sales (2 mi away),Clean Title,No,No,No,No,JTMRFREV8DD024026,No,No accidents, 1 Owner, Personal use only,2024-03-24,https://www.edmunds.com/toyota/rav4/2013/vin/JTMRFREV8DD024026/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,23035,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV3MC125455,No,No accidents, 1 Owner, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV3MC125455/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,82700,16527.0,4cyl Automatic,Better Wheels (18 mi away),Clean Title,No,No,No,No,JTMRFREV4GJ094385,No,No accidents, 2 Owners, Personal use only,2024-03-15,https://www.edmunds.com/toyota/rav4/2016/vin/JTMRFREV4GJ094385/?radius=25
2012,Toyota,RAV4,Base,4dr,SUV,138000,10999.0,6cyl Automatic,A.D.E. Auto Sales (19 mi away),Clean Title,No,No,No,No,2T3BK4DVXCW087213,No,No accidents, 2 Owners, Personal use only,2023-06-30,https://www.edmunds.com/toyota/rav4/2012/vin/2T3BK4DVXCW087213/?radius=25
Certified,2021,Toyota,RAV4,XLE,4dr,24906,27988.0,4cyl Automatic,Glen Toyota (6 mi away),Clean Title,No,No,No,No,JTMP1RFVXMD072180,Yes,No accidents, 1 Owner, Personal use,2024-03-28,https://www.edmunds.com/toyota/rav4/2021/vin/JTMP1RFVXMD072180/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31766,23739.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV7MW142894,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MW142894/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,33620,24995.0,4cyl Automatic,DCH Paramus Honda (3 mi away),Clean Title,No,No,No,No,2T3F1RFV3MC210125,No,No accidents, 1 Owner, Personal use,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC210125/?radius=25
2019,Toyota,RAV4,Limited,4dr,SUV,70878,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMN1RFV0KD512704,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMN1RFV0KD512704/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,132351,11995.0,4cyl Automatic,All In 1 Motors (9 mi away),Title issue reported,No,No,No,No,2T3BFREV7HW667610,No,Odometer issue reported, 2 Owners, Personal use only,2024-04-11,https://www.edmunds.com/toyota/rav4/2017/vin/2T3BFREV7HW667610/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,13705,30659.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV2PW392584,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV2PW392584/?radius=25
2022,Toyota,RAV4,TRD,Off-Road,4dr,15202,36998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3S1RFV7NW314325,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3S1RFV7NW314325/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,12580,25650.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3H1RFV8MC122969,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV8MC122969/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,97304,18586.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMF1RFV0KD509046,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMF1RFV0KD509046/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,13801,30998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV7MW142396,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW142396/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,22666,29790.0,4cyl Automatic,City World Toyota (10 mi away),Clean Title,No,No,No,No,2T3P1RFV9PW365933,No,No accidents, 1 Owner, Personal use only,2024-03-23,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV9PW365933/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,14613,31998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3A1RFV1MC168323,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV1MC168323/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,3181,28855.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3W1RFV4PC214852,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3W1RFV4PC214852/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,31216,25500.0,4cyl Automatic,LaSorsa Auto Group (9 mi away),Clean Title,No,No,No,No,2T3F1RFV9NW251276,No,No accidents, 1 Owner, Personal use,2024-02-10,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV9NW251276/?radius=25
2016,Toyota,RAV4,SE,4dr,SUV,89995,18936.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMJFREV3GD185305,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMJFREV3GD185305/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,8745,24999.0,4cyl Automatic,Mazda of Lodi (2 mi away),Clean Title,No,No,No,No,2T3F1RFV5LW108371,No,1 Accident, 1 Owner, Personal use,2024-03-29,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV5LW108371/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,15489,31990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3P1RFV5PW370739,No,No accidents, 1 Owner, Corporate fleet vehicle,2024-03-02,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV5PW370739/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,21587,27136.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3G1RFV4NC293568,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3G1RFV4NC293568/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,15437,25959.0,4cyl Automatic,Sansone Toyota (24 mi away),Clean Title,No,No,No,No,2T3F1RFV8MC183908,No,No accidents, 2 Owners, Personal use,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC183908/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,108527,17996.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMBFREV7JJ178886,No,No accidents, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV7JJ178886/?radius=25
