Year,Make,Model,Trim,Doors,Type,price,Mileage,Accidents,Owners,Usage,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,Certified Pre-Owned,Listed since,car_url
2019,Toyota,RAV4,XLE,Premium,4dr,23999.0,54371.0,1,2,Personal use,Clean Title,No,No,No,No,No,2024-04-08,https://www.edmunds.com/toyota/rav4/2019/vin/2T3A1RFV1KW044581/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,27997.0,42351.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-27,https://www.edmunds.com/toyota/rav4/2020/vin/2T3P1RFV5LW103644/?radius=25
2021,Toyota,RAV4,Limited,4dr,SUV,30457.0,57834.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-23,https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFV0MD072969/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,32492.0,32532.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-26,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV2NW304436/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,26200.0,59605.0,2,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-11,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFV3LC063971/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,22905.0,36496.0,Frame,3,Corporate fleet vehicle,Title issue reported,No,Yes,No,No,No,2024-03-22,https://www.edmunds.com/toyota/rav4/2020/vin/2T3W1RFV5LC084123/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24491.0,54657.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMC209915/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24115.0,16242.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW156657/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,22400.0,30759.0,Frame,2,Corporate fleet vehicle,Title issue reported,No,Yes,No,No,No,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/JTMW1RFV3MD068306/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27148.0,36608.0,Title,1,Personal use,Title issue reported,No,No,No,No,Yes,2024-03-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MC158233/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,27991.0,44752.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV5MC192012/?radius=25
2024,Toyota,RAV4,XLE,4dr,SUV,31095.0,959.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-18,https://www.edmunds.com/toyota/rav4/2024/vin/2T3P1RFV0RW412351/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,26992.0,24134.0,1,2,Personal use,Clean Title,No,No,No,No,No,2024-03-23,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFV8KC044086/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,21959.0,44766.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC191254/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24154.0,19150.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV6MC178318/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,21900.0,60919.0,Insurance,2,Corporate fleet vehicle,Title issue reported,No,No,No,No,No,2024-03-27,https://www.edmunds.com/toyota/rav4/2020/vin/2T3P1RFV1LC088304/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24599.0,20780.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC173583/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24599.0,20780.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC173583/?radius=25
2011,Toyota,RAV4,Base,4dr,SUV,12888.0,99297.0,2,2,Corporate fleet vehicle,Clean Title,No,No,No,No,No,2024-02-24,https://www.edmunds.com/toyota/rav4/2011/vin/JTMZF4DV7B5036602/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,28499.0,15625.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-01,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV2PW275270/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24900.0,41120.0,1,1,Personal use,Clean Title,No,No,No,No,No,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MW182170/?radius=25
2024,Toyota,RAV4,XLE,4dr,SUV,34633.0,972.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-28,https://www.edmunds.com/toyota/rav4/2024/vin/2T3P1RFV5RW419280/?radius=25
2021,Toyota,RAV4,Limited,4dr,SUV,35950.0,5913.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3N1RFV7MW217931/?radius=25
2020,Toyota,RAV4,XLE,Premium,4dr,32950.0,10242.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-20,https://www.edmunds.com/toyota/rav4/2020/vin/JTMA1RFV2LJ028695/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,23249.0,26471.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-03-02,https://www.edmunds.com/toyota/rav4/2020/vin/JTMF1RFV2LD062396/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,25576.0,26327.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MC181370/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28998.0,18877.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW171398/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31992.0,10832.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-30,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MC169932/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,27992.0,16707.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-07,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV3NW261866/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,27810.0,26489.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV4MC200844/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,18495.0,59121.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-01-12,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV7MW111662/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,34992.0,13981.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MC212670/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,34992.0,14555.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV5NW289138/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,,17617.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MW175183/?radius=25
2012,Toyota,RAV4,Base,4dr,SUV,8229.0,193808.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/toyota/rav4/2012/vin/2T3ZF4DV0CW153030/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24494.0,30831.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV1MC226604/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,32992.0,16015.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-16,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MC200913/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29500.0,20132.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-16,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MW140882/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,30992.0,17039.0,0,2,Personal use only,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV6NC266108/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,28622.0,20017.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC254260/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,27500.0,23656.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV9MC200473/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26623.0,34118.0,1,1,Personal use,Clean Title,No,No,No,No,No,2024-04-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MW219354/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,28522.0,20250.0,0,2,Personal use,Clean Title,No,No,No,No,No,2023-04-10,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFVXLW109452/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,21491.0,60353.0,1,2,Personal use,Clean Title,No,No,No,No,No,2024-03-23,https://www.edmunds.com/toyota/rav4/2018/vin/2T3RFREV1JW724811/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,21451.0,52309.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC195015/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,33992.0,18855.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV1NW275124/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,24952.0,35857.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-16,https://www.edmunds.com/toyota/rav4/2021/vin/JTMP1RFV2MD075638/?radius=25
2024,Toyota,RAV4,XLE,4dr,SUV,38863.0,,0,1,Personal use,Clean Title,No,No,No,No,No,2023-12-26,https://www.edmunds.com/toyota/rav4/2024/vin/2T3P1RFV4RC410457/?radius=25
2024,Toyota,RAV4,XLE,4dr,SUV,40234.0,,0,1,Personal use,Clean Title,No,No,No,No,No,2023-10-26,https://www.edmunds.com/toyota/rav4/2024/vin/2T3P1RFV0RC395651/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26740.0,33050.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MC230896/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,22995.0,62967.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-01-11,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV2MW160939/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,29922.0,23491.0,0,2,Personal use,Clean Title,No,No,No,No,No,2021-12-30,https://www.edmunds.com/toyota/rav4/2019/vin/JTMF1RFV9KD512849/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,22874.0,14022.0,1,2,Personal use,Clean Title,No,No,No,No,Yes,2024-01-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MW155292/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,27886.0,46939.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV4MC201055/?radius=25
2023,Toyota,RAV4,Adventure,4dr,SUV,29495.0,25513.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-15,https://www.edmunds.com/toyota/rav4/2023/vin/2T3J1RFV0PW363249/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,21785.0,40775.0,0,1,Corporate fleet vehicle,Clean Title,No,No,No,No,No,2024-03-28,https://www.edmunds.com/toyota/rav4/2019/vin/2T3F1RFV8KW067345/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,29622.0,25022.0,0,2,Personal use,Clean Title,No,No,No,No,No,2022-06-08,https://www.edmunds.com/toyota/rav4/2019/vin/2T3F1RFV0KC050976/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,34722.0,25346.0,0,2,Personal use,Clean Title,No,No,No,No,No,2021-11-29,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFV2KC056203/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,21495.0,109125.0,0,2,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC166592/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,21985.0,61677.0,0,2,Rental vehicle,Clean Title,No,No,Yes,No,No,2024-03-18,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV6NW206053/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,21985.0,62459.0,0,1,Rental vehicle,Clean Title,No,No,Yes,No,No,2023-11-13,https://www.edmunds.com/toyota/rav4/2020/vin/2T3W1RFV0LC035721/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,30922.0,28658.0,0,2,Personal use,Clean Title,No,No,No,No,No,2023-05-26,https://www.edmunds.com/toyota/rav4/2020/vin/JTMP1RFV9LD063372/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,27922.0,31761.0,0,2,Personal use,Clean Title,No,No,No,No,No,2022-06-02,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFVXKW026090/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,32822.0,28202.0,0,2,Personal use,Clean Title,No,No,No,No,No,2023-09-22,https://www.edmunds.com/toyota/rav4/2021/vin/JTMP1RFV8MD071805/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,28422.0,31948.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW195652/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,27126.0,46675.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-25,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV7NW260675/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,27980.0,34344.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-27,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV8LC073780/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27430.0,25344.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MC227288/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27091.0,36935.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-03-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW151317/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,23992.0,55937.0,0,3,Personal use only,Clean Title,No,No,No,No,No,2024-03-26,https://www.edmunds.com/toyota/rav4/2018/vin/2T3RFREV4JW812266/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27999.0,26672.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MW188232/?radius=25
2019,Toyota,RAV4,XLE,Premium,4dr,31995.0,36338.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2022-07-19,https://www.edmunds.com/toyota/rav4/2019/vin/2T3A1RFVXKC021785/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,11999.0,169437.0,Title,1,Personal use only,Title issue reported,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMRFREV2GJ079870/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26995.0,33713.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MC217946/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,26992.0,46071.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC168641/?radius=25
2013,Toyota,RAV4,LE,4dr,SUV,14490.0,102311.0,1,2,Personal use,Clean Title,No,No,No,No,No,2024-02-12,https://www.edmunds.com/toyota/rav4/2013/vin/2T3BFREVXDW117702/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,21700.0,29813.0,1,1,Personal use,Clean Title,No,No,No,No,Yes,2024-01-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MW174003/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,,35476.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFV7LW137567/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,,40857.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2023-10-18,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV6NW193801/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,,20141.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-03-27,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV6PW373813/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,,20432.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV8PW274690/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,29589.0,39405.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-12,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MC193164/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,,131788.0,0,2,Corporate fleet vehicle,Clean Title,No,No,No,No,No,2023-09-27,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV4JJ731754/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,23691.0,52848.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV2MC116469/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,23491.0,60413.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV5MW145110/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,,22549.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2023/vin/2T3W1RFV5PW257160/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,24491.0,57855.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV9MW160930/?radius=25
2020,Toyota,RAV4,Adventure,4dr,SUV,,57125.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-03-12,https://www.edmunds.com/toyota/rav4/2020/vin/2T3J1RFV7LC091875/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,,61838.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-03-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFVXMW211586/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,,68929.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV3MC162971/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,30992.0,22257.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV4NW268163/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,25750.0,33764.0,1,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MC224459/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,29891.0,40479.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV0MW196693/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,21995.0,59600.0,1,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-03-03,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV1MW203327/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28992.0,25521.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MW212314/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24614.0,33806.0,1,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV0MW188488/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,,28732.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2023/vin/2T3W1RFV9PW251832/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28200.0,24761.0,1,2,Corporate fleet vehicle,Clean Title,No,No,No,No,Yes,2024-03-25,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MW240858/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,27522.0,23399.0,1,2,Personal use,Clean Title,No,No,No,No,No,2023-02-25,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV2LC137943/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,26922.0,24604.0,1,2,Personal use,Clean Title,No,No,No,No,No,2022-05-18,https://www.edmunds.com/toyota/rav4/2018/vin/JTMRFREV6JJ258257/?radius=25
2024,Toyota,RAV4,XLE,4dr,SUV,38063.0,,0,Personal,,Title information not provided,No,No,No,No,No,2024-04-10,https://www.edmunds.com/toyota/rav4/2024/vin/2T3P1RFV9RC442479/?radius=25
2020,Toyota,RAV4,XLE,Premium,4dr,28627.0,40602.0,1,1,Personal use,Clean Title,No,No,No,No,No,2024-03-02,https://www.edmunds.com/toyota/rav4/2020/vin/2T3A1RFV9LW133977/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,,31764.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFVXNC178727/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,25087.0,54460.0,0,2,Personal use,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/toyota/rav4/2019/vin/JTMP1RFV6KD024091/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,,33530.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV2NW202372/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,20885.0,55692.0,4cyl,,,,,,,,No,2024-03-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW195964/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,24395.0,55511.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-03-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV5MW202794/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,29483.0,37268.0,3,1,Personal use,Clean Title,No,No,No,No,No,2024-03-30,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW167525/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,,16550.0,4cyl,,,,,,,,No,2024-04-09,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV6NW303625/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,27522.0,38532.0,1,2,Personal use,Clean Title,No,No,No,No,No,2022-07-06,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFV2KW065224/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27950.0,58055.0,1,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-11,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MW209148/?radius=25
2014,Toyota,RAV4,LE,4dr,SUV,,104710.0,1,2,Corporate fleet vehicle,Clean Title,No,No,No,No,No,2024-02-13,https://www.edmunds.com/toyota/rav4/2014/vin/2T3ZFREV8EW112613/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,34999.0,47767.0,1,1,Personal use,Clean Title,No,No,No,No,No,2023-10-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW149731/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,23997.0,42882.0,Frame,1,Corporate fleet vehicle,Title issue reported,No,Yes,No,No,No,2023-09-30,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV0NC209802/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,,29746.0,Frame,1,Rental vehicle,Title issue reported,No,Yes,No,No,No,2024-03-11,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV9NW286464/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,,62931.0,Title,3,Rental vehicle,Title issue reported,No,No,No,No,No,2024-04-11,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFV7KC003352/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,,110743.0,Frame,4,Corporate fleet vehicle,Title issue reported,No,Yes,No,No,No,2024-03-27,https://www.edmunds.com/toyota/rav4/2018/vin/2T3RFREV6JW808249/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,,137225.0,1,2,Corporate fleet vehicle,Clean Title,No,No,No,No,No,2023-09-27,https://www.edmunds.com/toyota/rav4/2018/vin/2T3ZFREV9JW502680/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,,62518.0,4cyl,,,,,,,,No,2024-01-24,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV6MW117615/?radius=25
2008,Toyota,RAV4,Limited,4dr,SUV,,200700.0,2,2,Personal use only,Clean Title,No,No,No,No,No,2024-02-09,https://www.edmunds.com/toyota/rav4/2008/vin/JTMBD31V185172058/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,23528.0,22962.0,0,1,Taxi vehicle,Clean Title,No,No,No,No,No,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/JTMP1RFV2MD077955/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,23995.0,21515.0,0,2,Personal use,Clean Title,No,No,No,No,Yes,2023-12-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC162662/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,24050.0,22604.0,0,1,Rental vehicle,Clean Title,No,No,No,No,No,2024-03-08,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV6PC367720/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,21995.0,25673.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC174923/?radius=25
